,SV_0,SV_1,SV_2,SV_3,SV_4,SV_5,SV_6,SV_7,SV_8,SV_9,SV_10,year
5,"('numpy', 0.0721177491541929)","('csv', 0.03157988129106491)","('dictionary', 0.016817375302686528)","('django-views', 0.04898670467020029)","('django', 0.11172198470308288)","('dataframe', 0.059871903879991126)","('python', 0.021256848026422227)","('tensorflow', 0.019128767670550204)","('matplotlib', 0.06723923116182953)","('selenium', 0.13479753995230476)","('matplotlib', 0.03096169990541601)",2019
6,"('matplotlib', 0.0429389859603571)","('datetime', 0.024546002597131675)","('json', 0.015530547985996093)","('django-forms', 0.044648337983782385)","('machine-learning', 0.06050353144207256)","('conv-neural-network', 0.05653081172405534)","('json', 0.020915561267936308)","('graph', 0.01733342268049693)","('loops', 0.061127863936338636)","('javascript', 0.10753751163077943)","('selenium-webdriver', 0.028074067645013787)",2019
7,"('tensorflow', 0.04023276333722347)","('matplotlib', 0.019033926656195237)","('pyqt5', 0.012892634802426011)","('dataframe', 0.03703041834799368)","('scipy', 0.05715643846288746)","('django', 0.04699576582126257)","('string', 0.01811627082533417)","('jupyter-notebook', 0.01640184821156635)","('for-loop', 0.05703583643171882)","('sqlalchemy', 0.08183835756367787)","('python-requests', 0.026819970395883845)",2019
8,"('list', 0.03354252430760746)","('excel', 0.01579388402335253)","('matplotlib', 0.011919842756166924)","('django-templates', 0.028733419353236686)","('deep-learning', 0.04655070405155161)","('lstm', 0.0452625785800403)","('loops', 0.017978422942536283)","('animation', 0.014993780872465695)","('csv', 0.04773820914336448)","('python-requests', 0.06809300642036124)","('scrapy', 0.020651516577493652)",2019
9,"('keras', 0.024732875703344624)","('group-by', 0.0101074736965967)","('python-requests', 0.011520220885096773)","('javascript', 0.024560786381360188)","('opencv', 0.044138625324434626)","('tensorflow2.0', 0.0325220956842981)","('pyspark', 0.016855861664146033)","('data-visualization', 0.013699114866393535)","('regex', 0.04499054276800557)","('flask-sqlalchemy', 0.06465971301279727)","('regex-group', 0.017363784118970788)",2019
10,"('dictionary', 0.0234440595872102)","('merge', 0.009904588922248853)","('string', 0.00935765068241679)","('postgresql', 0.023508283491269134)","('numpy-ndarray', 0.03806426582530209)","('pandas', 0.030489278197391726)","('for-loop', 0.01237775754881263)","('histogram', 0.01260678897676168)","('python-2.7', 0.041701637249240975)","('jinja2', 0.04969457856389455)","('parsing', 0.015035901860591512)",2019
11,"('tkinter', 0.02297911502200613)","('json', 0.009043697719678098)","('pyqt', 0.009220076789155988)","('mysql', 0.016880684231053218)","('scikit-learn', 0.028224264611426547)","('python-3.x', 0.025527510173379158)","('regex', 0.011206915077091645)","('subplot', 0.012497398089118438)","('tuples', 0.040807725124795524)","('selenium-webdriver', 0.04480245571005323)","('replace', 0.014361794210396649)",2019
12,"('csv', 0.022874112220081882)","('dictionary', 0.008780128018220017)","('web-scraping', 0.009219179840942959)","('django-admin', 0.014403684805497023)","('neural-network', 0.027623614746468687)","('scikit-learn', 0.022897630736460572)","('opencv', 0.009716272158965925)","('django', 0.012424126919916798)","('sorting', 0.03333193457027178)","('mysql', 0.03887224519668168)","('nlp', 0.012107690047437886)",2019
13,"('regex', 0.022837580706366614)","('data-science', 0.008413702104699137)","('pygame', 0.009026666132640835)","('django-queryset', 0.012744272467975146)","('matrix', 0.026190950665888613)","('tf.keras', 0.020331099769219232)","('merge', 0.009416760571471946)","('pyspark', 0.010961308245318165)","('pandas', 0.030651172226948777)","('csv', 0.03778714080760194)","('split', 0.012034390382391527)",2019
14,"('flask', 0.02208208442267592)","('time-series', 0.007746162876427941)","('pip', 0.007374986545879781)","('celery', 0.011977320893654136)","('image-processing', 0.022084787811332017)","('tensorflow-datasets', 0.01904103598679076)","('indexing', 0.009144142450986811)","('keras', 0.010816862607900777)","('function', 0.02874476196686258)","('scrapy', 0.03016404577032946)","('selenium-chromedriver', 0.011777200669868374)",2019
15,"('json', 0.020895844324740277)","('loops', 0.00674665753587035)","('beautifulsoup', 0.007339768923854883)","('ajax', 0.011589321456213941)","('conv-neural-network', 0.018219662603469744)","('recurrent-neural-network', 0.017186952710146905)","('apache-spark', 0.008983501016458137)","('bar-chart', 0.010549173511137377)","('tensorflow', 0.0283150510852203)","('dictionary', 0.02993546158550348)","('python-2.7', 0.011587983503703722)",2019
16,"('python-2.7', 0.020553466747726967)","('regex', 0.006198169966761009)","('arrays', 0.005883235369544033)","('heroku', 0.011153705765065403)","('vectorization', 0.01589099793185142)","('loss-function', 0.013850777741454798)","('numpy-ndarray', 0.0080645979814443)","('dictionary', 0.009814276896262136)","('list-comprehension', 0.021449066875685582)","('flask-wtforms', 0.028279034799429757)","('html', 0.01140756295383899)",2019
17,"('opencv', 0.018453964500339304)","('series', 0.006091481311470617)","('class', 0.005671547996419306)","('database', 0.010954678663515889)","('multidimensional-array', 0.01515308645128336)","('pytorch', 0.013167722303721471)","('sorting', 0.007935473088958835)","('scatter-plot', 0.009769130051505858)","('indexing', 0.02064547961343007)","('api', 0.027106895792425013)","('csv', 0.010315982700923682)",2019
18,"('machine-learning', 0.01695619764187283)","('seaborn', 0.006080854897610471)","('selenium-webdriver', 0.005044238705256022)","('forms', 0.01044492944354627)","('list', 0.014099101932357767)","('keras-layer', 0.01282856292575296)","('function', 0.007927039038934955)","('pyqt5', 0.007805423736922603)","('django', 0.018735904024465302)","('regex', 0.025402695399051933)","('text', 0.009958332851315239)",2019
19,"('arrays', 0.016308216506699547)","('jupyter-notebook', 0.005441510643902004)","('multithreading', 0.004602519245849745)","('model', 0.008670718499000576)","('lstm', 0.013829556115264577)","('object-detection', 0.012579639118567288)","('python-3.x', 0.007786219892427573)","('3d', 0.006986951082617789)","('append', 0.01840703604781017)","('matplotlib', 0.025230163962337508)","('xpath', 0.008935205356424626)",2019
20,"('scikit-learn', 0.015929666219363314)","('string', 0.005422868006514281)","('python-import', 0.004568879245193136)","('django-orm', 0.008324067116843267)","('django-models', 0.012949181280167033)","('nlp', 0.012493910056986685)","('matrix', 0.007234896117277807)","('colors', 0.006937923532964845)","('keras', 0.01812065194015678)","('docker', 0.024703714971857364)","('python', 0.006906434246980518)",2019
21,"('selenium', 0.015284661281581045)","('indexing', 0.00541150470466089)","('oop', 0.004202278122429383)","('jquery', 0.007635666841426724)","('performance', 0.012874279515854434)","('gpu', 0.011497172244642934)","('tuples', 0.006168535891988884)","('networkx', 0.006245778939838043)","('nested', 0.017496856804351518)","('python-2.7', 0.023654240996502394)","('json', 0.006881266424881918)",2019
22,"('string', 0.014354221844881514)","('multi-index', 0.004973953936632849)","('windows', 0.004104895447126949)","('docker', 0.006968497176890472)","('image', 0.012646830910265146)","('tensorboard', 0.011149974146280729)","('selenium', 0.0059106042935713095)","('image', 0.005978042518824176)","('split', 0.014059734245082653)","('ajax', 0.022866591258619187)","('numpy', 0.005948562564904488)",2019
23,"('beautifulsoup', 0.013952656542516838)","('scikit-learn', 0.0045951236136058116)","('kivy', 0.0038577207372038893)","('sql', 0.006873401883264199)","('pytorch', 0.0122988286998548)","('classification', 0.010675918269763891)","('append', 0.0057375307111395095)","('loops', 0.00591912374779838)","('recursion', 0.013025209417661476)","('jquery', 0.022781148342968963)","('dataframe', 0.005470362622246771)",2019
24,"('web-scraping', 0.013761322970861503)","('apply', 0.0044799099479599)","('for-loop', 0.003841592263708249)","('css', 0.00663382545774519)","('django-rest-framework', 0.0114912274871988)","('tensor', 0.01021654178336772)","('web-scraping', 0.005170173139767875)","('pyqt', 0.005893822728809253)","('file', 0.011523232323615788)","('postgresql', 0.022390786214427034)","('webdriverwait', 0.005461660911507545)",2019
25,"('datetime', 0.013430856096005151)","('date', 0.004420062574957452)","('selenium', 0.0037589530561047677)","('json', 0.006515756837614525)","('plot', 0.010483150139064144)","('autoencoder', 0.010000394834055357)","('performance', 0.005039898728364819)","('heatmap', 0.005515038783652912)","('if-statement', 0.011103982935835673)","('flask-restful', 0.02017015510248989)","('web-crawler', 0.005175005690141298)",2019
26,"('pandas-groupby', 0.01292693303105401)","('dask', 0.004151136134192233)","('jupyter-notebook', 0.003747566179981885)","('api', 0.0064560148857335745)","('tensorflow2.0', 0.00995980228971744)","('object-detection-api', 0.009916163456491165)","('flask', 0.004705434868105567)","('apache-spark', 0.005501219033157193)","('set', 0.010999533663568229)","('sqlite', 0.01990460525264513)","('xml', 0.005077190293945357)",2019
27,"('jupyter-notebook', 0.012541081804275846)","('pivot-table', 0.004145275926005938)","('xml', 0.003735078797843512)","('orm', 0.00641477794876035)","('computer-vision', 0.009279473685481354)","('computer-vision', 0.009314989807471762)","('series', 0.0046005533254259365)","('plotly', 0.005497570159182412)","('algorithm', 0.010299147806693554)","('css', 0.019506310198821625)","('plot', 0.004546958801696591)",2019
28,"('html', 0.012054052766297984)","('data-analysis', 0.0035603947176964306)","('python-3.7', 0.0036757102147989195)","('python-3.x', 0.005239419844094307)","('indexing', 0.00915075246614065)","('google-colaboratory', 0.009279588385981245)","('multidimensional-array', 0.00397701103747455)","('visualization', 0.005477676249864009)","('class', 0.00996274444445401)","('selenium-chromedriver', 0.019340548455793312)","('nltk', 0.004132765057408333)",2019
29,"('pyqt5', 0.011088742050065726)","('plot', 0.0034493823537430513)","('python-asyncio', 0.003547415359295704)","('authentication', 0.005151610698599676)","('python-imaging-library', 0.00871541923690274)","('anaconda', 0.008280558516576782)","('split', 0.00392439979130905)","('merge', 0.005239323860823315)","('iteration', 0.008803775482794067)","('mongodb', 0.017140322602228232)","('pyspark', 0.004097968981527889)",2019
30,"('python-requests', 0.010556539443696222)","('for-loop', 0.003411068711009661)","('pycharm', 0.0035320190268860884)","('templates', 0.004996409181395031)","('random', 0.008121565526423064)","('tensorflow-estimator', 0.008117196888960993)","('vectorization', 0.0036753701685967068)","('for-loop', 0.004424783603748854)","('replace', 0.008800662576018687)","('xpath', 0.014831004915642827)","('css-selectors', 0.004043585305187566)",2019
31,"('loops', 0.010464612847351788)","('nan', 0.0031333253372406718)","('multiprocessing', 0.003504881157813434)","('sqlite', 0.004886463681847158)","('seaborn', 0.007067589479709135)","('reinforcement-learning', 0.007019830932617841)","('beautifulsoup', 0.0035618777614291473)","('contour', 0.00419764280100385)","('nested-lists', 0.008618594435706985)","('sql', 0.014205494188959611)","('webdriver', 0.0036135919693615986)",2019
32,"('excel', 0.010396785608156399)","('replace', 0.003007760842950126)","('subprocess', 0.003470580799327282)","('nginx', 0.004853567649022177)","('data-science', 0.0067726772837857045)","('artificial-intelligence', 0.00596658723370952)","('random', 0.003546022714240772)","('opencv', 0.003822376762051652)","('plot', 0.008239130245310193)","('gunicorn', 0.01367192669573988)","('seaborn', 0.0035361129600447634)",2019
33,"('pygame', 0.00907630290637927)","('list', 0.0029116638672514726)","('numpy', 0.0034484041976190565)","('unit-testing', 0.004747730945309741)","('optimization', 0.006639342434381388)","('django-models', 0.0058816990150736565)","('if-statement', 0.0035432633797798626)","('pycharm', 0.0035952426630363092)","('random', 0.00819867176022405)","('rest', 0.013633704590713626)","('google-chrome', 0.0030968452264294377)",2019
34,"('pip', 0.008746738273961099)","('lambda', 0.0028341509010302753)","('django-models', 0.0034326919768164856)","('apache', 0.004541000878582418)","('linear-algebra', 0.006555723938935416)","('jupyter-notebook', 0.0057199767055601996)","('list-comprehension', 0.003530448380474616)","('python-2.7', 0.0034975821626055015)","('variables', 0.0071159781525922125)","('heroku', 0.01336245297005029)","('screen-scraping', 0.0030058559419810418)",2019
35,"('deep-learning', 0.00874611550211885)","('pivot', 0.0028097410943670204)","('discord.py', 0.0033235363788522653)","('reactjs', 0.0045176123381364865)","('fft', 0.006132485097803303)","('data-science', 0.00555747902308545)","('image-processing', 0.0034276563655946893)","('anaconda', 0.003322637844817816)","('text', 0.006466736438100979)","('numpy', 0.013006195522514776)","('url', 0.002938895414554009)",2019
36,"('scipy', 0.008661728572345918)","('data-cleaning', 0.0026611603548627907)","('macos', 0.0032904741234105347)","('websocket', 0.0044022300473019055)","('statistics', 0.006110360510745455)","('time-series', 0.005376923604074588)","('group-by', 0.0033770191715214374)","('deep-learning', 0.0032381691749017094)","('object', 0.0062754540437001596)","('parsing', 0.012964633584266385)","('lxml', 0.002619330597062304)",2019
37,"('pyqt', 0.008576435211094923)","('sorting', 0.002472430603135237)","('api', 0.003197645500534303)","('rest', 0.004102866765728063)","('tensor', 0.0060981117454603825)","('django-rest-framework', 0.005011952728931231)","('scipy', 0.0033704790546578937)","('user-interface', 0.0032173175296663684)","('seaborn', 0.0062428760807753305)","('request', 0.010751105547645037)","('unicode', 0.002600215275101946)",2019
38,"('for-loop', 0.00842301593205452)","('multiple-columns', 0.0023469733538681163)","('sockets', 0.0031819223651893044)","('url', 0.003960974615601559)","('numba', 0.005997114072135439)","('regression', 0.0041413144429071295)","('python-requests', 0.0032226864839042485)","('jupyter', 0.0030847966120027995)","('slice', 0.006052044816945706)","('nginx', 0.01031342302913034)","('spacy', 0.002206083976579022)",2019
39,"('django-models', 0.008400963807159682)","('timestamp', 0.002323211132732357)","('function', 0.0031162266691348163)","('gunicorn', 0.0039047521236055998)","('anaconda', 0.005908368844421039)","('mnist', 0.004122852042186926)","('nested', 0.0031845524009259645)","('label', 0.00286770916111157)","('printing', 0.005971219403103908)","('tensorflow', 0.010263556097873924)","('date', 0.002183970913485324)",2019
